ship_mode,segment,country,city,state,postal_code,region,category,sub-category,sales,quantity,discount,profit,profit_margin,outlier_column
Same Day,Corporate,United States,New York City,New York,10024.0,East,Technology,Machines,498.975,4.0,0.0,2229.024,0.48,profit
Same Day,Corporate,United States,New York City,New York,10024.0,East,Furniture,Chairs,498.975,2.0,0.1,115.5528,0.2,profit
Standard Class,Consumer,United States,Daytona Beach,Florida,32114.0,South,Furniture,Tables,191.5155,1.0,0.45,-76.6062,-0.4,profit
Standard Class,Consumer,United States,Nashville,Tennessee,37211.0,South,Office Supplies,Binders,498.975,6.0,0.5,-913.176,-0.6666666666666667,profit
Standard Class,Consumer,United States,Nashville,Tennessee,37211.0,South,Office Supplies,Storage,294.368,4.0,0.2,-58.8736,-0.2,profit
Standard Class,Corporate,United States,Pasadena,California,91104.0,West,Office Supplies,Paper,185.88,6.0,0.0,83.646,0.45,profit
Second Class,Consumer,United States,Everett,Massachusetts,2149.0,East,Office Supplies,Paper,189.7,9.5,0.0,91.056,0.48000000000000004,profit
Second Class,Consumer,United States,Sandy Springs,Georgia,30328.0,South,Furniture,Bookcases,498.975,7.0,0.0,291.3778,0.23,profit
Standard Class,Consumer,United States,Jacksonville,Florida,32216.0,South,Furniture,Tables,498.975,4.0,0.45,-458.1468,-0.4909090909090909,profit
Same Day,Home Office,United States,Aurora,Illinois,60505.0,Central,Office Supplies,Appliances,70.97,5.0,0.5,-191.619,-2.7,profit
Second Class,Home Office,United States,Philadelphia,Pennsylvania,19134.0,East,Technology,Phones,498.975,2.0,0.4,-123.998,-0.16666666666666666,profit
Second Class,Consumer,United States,Chicago,Illinois,60653.0,Central,Office Supplies,Appliances,180.98,5.0,0.5,-470.548,-2.6,profit
Standard Class,Consumer,United States,Seattle,Washington,98103.0,West,Technology,Copiers,299.99,1.0,0.0,89.997,0.3,profit
Standard Class,Consumer,United States,Seattle,Washington,98103.0,West,Office Supplies,Paper,192.16,4.0,0.0,92.2368,0.48000000000000004,profit
Same Day,Home Office,United States,Roseville,Michigan,48066.0,Central,Office Supplies,Paper,368.91,9.0,0.0,180.7659,0.48999999999999994,profit
Standard Class,Consumer,United States,Aurora,Illinois,60505.0,Central,Furniture,Tables,69.375,1.0,0.5,-47.175,-0.6799999999999999,profit
Standard Class,Consumer,United States,Aurora,Illinois,60505.0,Central,Technology,Phones,498.975,4.0,0.2,250.396,0.125,profit
Standard Class,Consumer,United States,New York City,New York,10009.0,East,Furniture,Chairs,498.975,8.0,0.1,313.2624,0.12222222222222223,profit
Standard Class,Corporate,United States,Mount Vernon,New York,10550.0,East,Office Supplies,Storage,498.975,7.0,0.0,282.2092,0.26,profit
Standard Class,Consumer,United States,Columbus,Georgia,31907.0,South,Office Supplies,Storage,498.975,3.0,0.0,87.7578,0.13,profit
Second Class,Home Office,United States,Saint Charles,Illinois,60174.0,Central,Technology,Machines,498.975,2.0,0.3,137.264,0.2285714285714286,profit
Second Class,Home Office,United States,Saint Charles,Illinois,60174.0,Central,Technology,Accessories,498.975,8.0,0.2,135.456,0.21249999999999997,profit
Standard Class,Consumer,United States,New York City,New York,10011.0,East,Technology,Phones,299.9,2.0,0.0,74.975,0.25,profit
Standard Class,Consumer,United States,Detroit,Michigan,48234.0,Central,Office Supplies,Envelopes,180.96,2.0,0.0,81.432,0.45,profit
Standard Class,Corporate,United States,Los Angeles,California,90036.0,West,Technology,Accessories,498.975,5.0,0.0,659.98,0.4,profit
Standard Class,Consumer,United States,Houston,Texas,77036.0,Central,Furniture,Tables,376.509,3.0,0.3,-43.0296,-0.11428571428571428,profit
Standard Class,Consumer,United States,Columbus,Georgia,31907.0,South,Technology,Phones,498.975,7.0,0.0,764.3818,0.26,profit
Second Class,Corporate,United States,Aurora,Illinois,60505.0,Central,Office Supplies,Binders,94.192,7.0,0.5,-164.836,-1.7500000000000002,profit
First Class,Consumer,United States,Andover,Massachusetts,1810.0,East,Furniture,Chairs,354.9,5.0,0.0,88.725,0.25,profit
Second Class,Home Office,United States,Newark,Delaware,19711.0,East,Office Supplies,Binders,299.52,9.0,0.0,149.76,0.5,profit
Standard Class,Corporate,United States,Decatur,Alabama,35601.0,South,Technology,Accessories,498.0,5.0,0.0,184.26,0.37,profit
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134.0,East,Furniture,Tables,373.47,5.0,0.4,-112.041,-0.3,profit
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134.0,East,Office Supplies,Binders,64.2,5.0,0.5,-44.94,-0.7,profit
Standard Class,Consumer,United States,Great Falls,Montana,59405.0,West,Technology,Accessories,217.44,6.0,0.0,91.3248,0.42,profit
Second Class,Consumer,United States,El Paso,Texas,79907.0,Central,Furniture,Tables,498.975,5.0,0.3,-169.637,-0.18571428571428572,profit
Standard Class,Consumer,United States,Kissimmee,Florida,34741.0,South,Technology,Phones,498.975,2.0,0.2,84.5982,0.1125,profit
Second Class,Consumer,United States,Franklin,Massachusetts,2038.0,East,Office Supplies,Appliances,498.975,3.0,0.0,297.6435,0.33,profit
Second Class,Consumer,United States,Franklin,Massachusetts,2038.0,East,Furniture,Tables,366.009,3.0,0.3,-47.0583,-0.1285714285714286,profit
Same Day,Consumer,United States,Wilmington,North Carolina,28403.0,South,Office Supplies,Paper,310.688,7.0,0.2,108.7408,0.35,profit
Second Class,Consumer,United States,New York City,New York,10009.0,East,Office Supplies,Binders,232.4,5.0,0.2,78.435,0.3375,profit
Same Day,Corporate,United States,Burlington,North Carolina,27217.0,South,Furniture,Tables,498.975,4.0,0.4,-199.5076,-0.31666666666666665,profit
Standard Class,Consumer,United States,Dallas,Texas,75217.0,Central,Furniture,Tables,498.975,4.0,0.3,-173.3472,-0.1857142857142857,profit
First Class,Home Office,United States,Seattle,Washington,98105.0,West,Technology,Accessories,199.98,2.0,0.0,87.9912,0.44000000000000006,profit
Standard Class,Consumer,United States,Lakewood,New Jersey,8701.0,East,Furniture,Bookcases,498.975,5.0,0.0,129.294,0.060000000000000005,profit
Standard Class,Corporate,United States,Baltimore,Maryland,21215.0,East,Furniture,Furnishings,274.2,9.5,0.0,112.422,0.41000000000000003,profit
Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19120.0,East,Technology,Phones,431.94,2.0,0.4,-71.99,-0.16666666666666666,profit
First Class,Corporate,United States,Cranston,Rhode Island,2920.0,East,Furniture,Tables,498.975,3.0,0.3,-127.5792,-0.2,profit
First Class,Consumer,United States,San Francisco,California,94122.0,West,Technology,Phones,498.975,5.0,0.2,125.997,0.075,profit
Standard Class,Corporate,United States,Houston,Texas,77070.0,Central,Furniture,Chairs,344.372,4.0,0.3,-93.4724,-0.2714285714285714,profit
Standard Class,Corporate,United States,Houston,Texas,77070.0,Central,Office Supplies,Storage,498.975,3.0,0.2,77.7468,0.049999999999999996,profit
Standard Class,Corporate,United States,Houston,Texas,77070.0,Central,Furniture,Furnishings,127.88,5.0,0.5,-67.137,-0.525,profit
Standard Class,Consumer,United States,Houston,Texas,77070.0,Central,Office Supplies,Binders,25.68,3.0,0.5,-39.804,-1.55,profit
Standard Class,Consumer,United States,Norwich,Connecticut,6360.0,East,Office Supplies,Appliances,370.14,3.0,0.0,144.3546,0.39,profit
Standard Class,Corporate,United States,Noblesville,Indiana,46060.0,Central,Furniture,Tables,498.975,6.0,0.0,241.1046,0.09,profit
Same Day,Corporate,United States,New York City,New York,10024.0,East,Technology,Machines,498.975,4.0,0.0,269.308,0.26,profit
Same Day,Consumer,United States,Seattle,Washington,98115.0,West,Furniture,Furnishings,199.8,9.5,0.0,71.928,0.36,profit
Second Class,Consumer,United States,Arlington,Virginia,22204.0,South,Technology,Machines,498.975,5.0,0.0,2799.984,0.31999999999999995,profit
Standard Class,Consumer,United States,Lubbock,Texas,79424.0,Central,Technology,Copiers,479.976,3.0,0.2,161.9919,0.33749999999999997,profit
Second Class,Consumer,United States,Yonkers,New York,10701.0,East,Technology,Accessories,479.97,3.0,0.0,177.5889,0.37,profit
Standard Class,Consumer,United States,Amarillo,Texas,79109.0,Central,Furniture,Chairs,366.744,4.0,0.3,-110.0232,-0.3,profit
Standard Class,Corporate,United States,Houston,Texas,77041.0,Central,Furniture,Furnishings,73.784,2.0,0.5,-77.4732,-1.05,profit
Standard Class,Consumer,United States,New York City,New York,10035.0,East,Technology,Accessories,199.98,2.0,0.0,83.9916,0.42000000000000004,profit
Standard Class,Corporate,United States,Chicago,Illinois,60623.0,Central,Technology,Copiers,498.975,3.0,0.2,134.9955,0.1875,profit
First Class,Consumer,United States,Springfield,Virginia,22153.0,South,Furniture,Tables,498.975,7.0,0.0,158.529,0.15000000000000002,profit
Same Day,Consumer,United States,Plantation,Florida,33317.0,South,Technology,Accessories,447.944,7.0,0.2,89.5888,0.2,profit
Second Class,Corporate,United States,Milwaukee,Wisconsin,53209.0,Central,Furniture,Chairs,498.975,5.0,0.0,378.274,0.26,profit
Standard Class,Corporate,United States,Hempstead,New York,11550.0,East,Office Supplies,Binders,498.975,7.0,0.2,314.8418,0.32499999999999996,profit
Standard Class,Corporate,United States,Hempstead,New York,11550.0,East,Office Supplies,Binders,222.352,9.5,0.2,77.8232,0.35,profit
Standard Class,Corporate,United States,Hempstead,New York,11550.0,East,Technology,Copiers,479.984,2.0,0.2,89.997,0.1875,profit
Standard Class,Consumer,United States,Houston,Texas,77041.0,Central,Technology,Machines,498.975,5.0,0.4,-199.77,-0.2,profit
Standard Class,Consumer,United States,Rochester,Minnesota,55901.0,Central,Furniture,Tables,498.975,2.0,0.0,97.2032,0.16,profit
Standard Class,Corporate,United States,Los Angeles,California,90049.0,West,Technology,Accessories,498.975,5.0,0.0,244.6155,0.19,profit
Standard Class,Consumer,United States,New York City,New York,10035.0,East,Furniture,Bookcases,353.568,2.0,0.2,-44.196,-0.125,profit
Standard Class,Consumer,United States,Oakland,California,94601.0,West,Technology,Accessories,479.97,3.0,0.0,177.5889,0.37,profit
Standard Class,Consumer,United States,Miami,Florida,33178.0,South,Office Supplies,Binders,121.104,6.0,0.5,-100.92,-0.8333333333333334,profit
Standard Class,Corporate,United States,New York City,New York,10011.0,East,Furniture,Tables,481.176,2.0,0.4,-120.294,-0.25,profit
First Class,Consumer,United States,Bethlehem,Pennsylvania,18018.0,East,Furniture,Bookcases,177.45,5.0,0.5,-78.078,-0.44000000000000006,profit
First Class,Consumer,United States,Bethlehem,Pennsylvania,18018.0,East,Office Supplies,Binders,498.975,6.0,0.5,-913.176,-0.6666666666666667,profit
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140.0,East,Furniture,Bookcases,130.98,2.0,0.5,-89.0664,-0.68,profit
First Class,Consumer,United States,Louisville,Kentucky,40214.0,South,Office Supplies,Storage,498.975,5.0,0.0,214.76,0.26,profit
First Class,Home Office,United States,Kenosha,Wisconsin,53142.0,Central,Technology,Accessories,399.95,5.0,0.0,143.982,0.36,profit
Standard Class,Corporate,United States,Dallas,Texas,75217.0,Central,Office Supplies,Binders,498.975,5.0,0.5,-1141.47,-1.5,profit
Same Day,Consumer,United States,Peoria,Arizona,85345.0,West,Office Supplies,Binders,67.86,6.0,0.5,-45.24,-0.6666666666666667,profit
Same Day,Consumer,United States,Seattle,Washington,98103.0,West,Technology,Accessories,199.98,2.0,0.0,75.9924,0.38000000000000006,profit
Standard Class,Consumer,United States,Fort Lauderdale,Florida,33311.0,South,Furniture,Bookcases,498.975,5.0,0.2,-81.441,-0.11250000000000002,profit
First Class,Consumer,United States,Mansfield,Texas,76063.0,Central,Furniture,Tables,498.975,5.0,0.3,-81.3065,-0.15714285714285714,profit
Second Class,Corporate,United States,Richmond,Virginia,23223.0,South,Office Supplies,Appliances,498.975,7.0,0.0,694.5015,0.32999999999999996,profit
Standard Class,Corporate,United States,Akron,Ohio,44312.0,East,Technology,Phones,259.896,2.0,0.4,-56.3108,-0.21666666666666665,profit
Standard Class,Corporate,United States,Akron,Ohio,44312.0,East,Technology,Phones,247.188,2.0,0.4,-49.4376,-0.2,profit
Standard Class,Home Office,United States,San Francisco,California,94110.0,West,Technology,Accessories,450.0,5.0,0.0,162.0,0.36,profit
Standard Class,Corporate,United States,Nashville,Tennessee,37211.0,South,Technology,Phones,498.975,8.0,0.2,223.9936,0.09999999999999999,profit
Second Class,Home Office,United States,Houston,Texas,77070.0,Central,Office Supplies,Appliances,64.384,4.0,0.5,-160.96,-2.5,profit
Second Class,Home Office,United States,Houston,Texas,77070.0,Central,Furniture,Chairs,379.372,2.0,0.3,-119.2312,-0.3142857142857143,profit
Second Class,Corporate,United States,Seattle,Washington,98105.0,West,Technology,Accessories,498.975,5.0,0.0,244.6155,0.19,profit
Standard Class,Corporate,United States,Woodbury,Minnesota,55125.0,Central,Office Supplies,Storage,498.975,3.0,0.0,160.623,0.3,profit
First Class,Consumer,United States,New York City,New York,10009.0,East,Office Supplies,Binders,498.975,3.0,0.2,1143.891,0.375,profit
Standard Class,Home Office,United States,Atlanta,Georgia,30318.0,South,Office Supplies,Binders,498.975,1.0,0.0,635.495,0.5,profit
Standard Class,Corporate,United States,Fort Worth,Texas,76106.0,Central,Office Supplies,Appliances,24.588,3.0,0.5,-67.617,-2.75,profit
First Class,Corporate,United States,Raleigh,North Carolina,27604.0,South,Office Supplies,Appliances,498.975,4.0,0.2,94.2784,0.1,profit
Standard Class,Corporate,United States,Twin Falls,Idaho,83301.0,West,Furniture,Tables,498.975,3.0,0.0,259.5297,0.22999999999999998,profit
First Class,Corporate,United States,Los Angeles,California,90008.0,West,Technology,Phones,498.975,5.0,0.2,72.975,0.125,profit
Standard Class,Home Office,United States,Burlington,Vermont,5408.0,East,Technology,Phones,498.975,5.0,0.0,336.635,0.26,profit
First Class,Consumer,United States,Philadelphia,Pennsylvania,19134.0,East,Technology,Copiers,498.975,5.0,0.4,239.996,0.13333333333333333,profit
Second Class,Consumer,United States,Wilmington,Delaware,19805.0,East,Technology,Phones,307.98,2.0,0.0,89.3142,0.29,profit
Standard Class,Consumer,United States,Austin,Texas,78745.0,Central,Office Supplies,Paper,335.52,4.0,0.2,117.432,0.35000000000000003,profit
Standard Class,Consumer,United States,Orlando,Florida,32839.0,South,Technology,Copiers,498.975,2.0,0.2,311.9948,0.325,profit
Standard Class,Consumer,United States,Rochester,New York,14609.0,East,Office Supplies,Binders,498.975,2.0,0.2,456.588,0.375,profit
Second Class,Corporate,United States,Los Angeles,California,90004.0,West,Technology,Accessories,299.97,3.0,0.0,131.9868,0.43999999999999995,profit
Standard Class,Corporate,United States,Sacramento,California,95823.0,West,Office Supplies,Binders,498.975,5.0,0.2,1906.485,0.375,profit
Standard Class,Home Office,United States,Paterson,New Jersey,7501.0,East,Office Supplies,Binders,209.6,4.0,0.0,96.416,0.46,profit
First Class,Consumer,United States,Chicago,Illinois,60653.0,Central,Furniture,Bookcases,493.43,5.0,0.3,-70.49,-0.14285714285714285,profit
Standard Class,Consumer,United States,San Diego,California,92037.0,West,Technology,Machines,498.975,2.0,0.2,77.22,0.1125,profit
Same Day,Consumer,United States,Columbus,Ohio,43229.0,East,Technology,Machines,101.994,2.0,0.5,-71.3958,-0.7,profit
Standard Class,Consumer,United States,Irving,Texas,75061.0,Central,Office Supplies,Appliances,58.924,1.0,0.5,-153.2024,-2.6,profit
Standard Class,Consumer,United States,Morristown,New Jersey,7960.0,East,Technology,Machines,480.0,4.0,0.0,225.6,0.47,profit
First Class,Corporate,United States,Los Angeles,California,90008.0,West,Office Supplies,Paper,192.72,9.5,0.0,92.5056,0.48,profit
First Class,Corporate,United States,Los Angeles,California,90008.0,West,Technology,Accessories,239.97,3.0,0.0,86.3892,0.36,profit
Standard Class,Home Office,United States,Stockton,California,95207.0,West,Furniture,Furnishings,498.975,9.0,0.0,107.0388,0.16999999999999998,profit
Second Class,Home Office,United States,Columbia,Missouri,65203.0,Central,Technology,Phones,449.97,3.0,0.0,220.4853,0.48999999999999994,profit
Second Class,Home Office,United States,Columbia,Missouri,65203.0,Central,Office Supplies,Appliances,498.975,7.0,0.0,751.7601,0.39,profit
Standard Class,Home Office,United States,San Diego,California,92037.0,West,Furniture,Chairs,498.975,9.0,0.2,267.6672,0.09999999999999999,profit
Second Class,Corporate,United States,Springfield,Virginia,22153.0,South,Technology,Phones,494.97,3.0,0.0,148.491,0.3,profit
Standard Class,Corporate,United States,Moreno Valley,California,92553.0,West,Office Supplies,Paper,182.72,8.0,0.0,84.0512,0.45999999999999996,profit
Standard Class,Corporate,United States,Austin,Texas,78745.0,Central,Office Supplies,Storage,498.975,6.0,0.2,107.082,0.125,profit
Standard Class,Corporate,United States,Austin,Texas,78745.0,Central,Office Supplies,Appliances,48.784,4.0,0.5,-131.7168,-2.7,profit
Standard Class,Consumer,United States,Rockford,Illinois,61107.0,Central,Technology,Phones,498.975,4.0,0.2,143.9968,0.1,profit
Standard Class,Consumer,United States,Rockford,Illinois,61107.0,Central,Furniture,Tables,498.975,3.0,0.5,-538.446,-0.86,profit
